paperId,topicId,topicWeight
3369,7,0.5442
337,5,0.6861
3370,7,0.4917
3371,5,0.7539
3372,6,0.5592
3373,6,0.6968
3374,1,0.8193
3375,1,0.7366
3376,1,0.6457
3377,7,0.6211
3378,2,0.6361
3379,1,0.5829
338,3,0.5272
3380,1,0.7132
3381,1,0.7616
3382,2,0.4691
3383,6,0.277
3384,1,0.6478
3385,1,0.5657
3386,5,0.4713
3387,1,0.6268
3388,1,0.8337
3389,0,0.5465
339,4,0.6323
3390,1,0.6264
3391,4,0.3103
3392,6,0.8442
3393,1,0.434
3394,4,0.8572
3395,1,0.5638
3396,6,0.4866
3397,1,0.4411
3398,1,0.605
3399,1,0.6186
34,2,0.5333
340,3,0.8472
3400,6,0.9518
3401,5,0.9985
3402,1,0.7905
3403,5,0.385
3404,1,0.4361
3405,3,0.417
3406,3,0.4766
3407,7,0.5183
3408,4,0.4942
3409,6,0.4689
341,3,0.9377
3410,1,0.825
3411,5,0.6448
3412,1,0.4586
3413,1,0.7917
3414,1,0.9216
3415,1,0.6516
3416,1,0.4526
3417,1,0.9796
3418,6,0.6056
3419,4,0.4242
342,4,0.6772
3420,1,0.5691
3421,2,0.4795
3422,6,0.5395
3423,5,0.509
3424,6,0.4487
3425,1,0.6843
3426,1,0.785
3427,1,0.5889
3428,1,0.5749
3429,7,0.3691
343,2,0.3572
3430,0,0.3663
3431,6,0.7285
3432,6,0.8069
3433,6,0.5822
3434,7,0.7384
3435,0,0.5477
3436,6,0.6302
3437,6,0.4967
3438,1,0.6219
3439,4,0.5129
344,3,0.4901
3440,1,0.7392
3441,1,0.3687
3442,6,0.5372
3443,3,0.6192
3444,1,0.9364
3445,5,0.5425
3446,1,0.3594
3447,6,0.8609
3448,0,0.501
3449,3,0.6136
3450,0,0.4993
3451,1,0.4117
3452,5,0.8747
3453,3,0.6338
3454,1,0.756
3455,1,0.9408
3456,7,0.7459
3457,6,0.6973
3458,2,0.9177
3459,5,0.8473
346,2,0.544
3460,6,0.6312
3461,1,0.5767
3462,1,0.697
3463,1,0.6304
3464,0,0.4769
3465,7,0.526
3466,6,0.6421
3467,4,0.4635
3468,2,0.4894
3469,1,0.6367
347,4,0.8644
3470,6,0.3603
3471,6,0.9059
3472,0,0.7222
3473,6,0.5896
3474,7,0.382
3475,1,0.5737
3476,3,0.4218
3477,1,0.6248
3478,6,0.5103
3479,1,0.6958
348,3,0.6374
3480,6,0.4936
3481,2,0.7282
3482,3,0.4478
3483,0,0.4678
3484,6,0.849
3485,1,0.4891
3486,6,0.4726
3487,6,0.6062
3488,1,0.6637
3489,1,0.5865
349,3,0.5924
3490,1,0.7928
3491,1,0.8674
3492,1,0.5439
3493,0,0.693
3494,4,0.3823
3495,1,0.4706
3496,1,0.5344
3497,1,0.7005
3498,1,0.5534
3499,6,0.673
35,3,0.5548
350,2,0.6433
3500,1,0.7222
3501,5,0.7177
3502,1,0.7597
3503,5,0.4052
3504,5,0.8188
3505,7,0.4643
3506,0,0.6903
3507,7,0.5106
3508,5,0.423
3509,2,0.3817
351,2,0.5679
3510,6,0.6386
3511,5,0.3523
3512,1,0.7453
3513,4,0.537
3514,1,0.4209
3515,1,0.6848
3516,2,0.4075
3517,4,0.4928
3518,1,0.6784
3519,7,0.4249
352,3,0.4661
3520,6,0.7178
3521,2,0.5395
3522,1,0.5479
3523,5,0.8736
3524,3,0.4458
3525,1,0.5205
3526,6,0.9062
3527,3,0.4518
3528,2,0.574
3529,7,0.4548
353,4,0.8324
3530,2,0.6188
3531,2,0.4552
3532,1,0.862
3533,0,0.6582
3534,1,0.4676
3535,4,0.3068
3536,1,0.4959
3537,1,0.7993
3538,1,0.331
3539,1,0.5555
354,4,0.6002
3540,0,0.6929
3541,0,0.5605
3542,1,0.3115
3543,6,0.4225
3544,6,0.5301
3545,5,0.6358
3546,1,0.6033
3547,5,0.4944
3548,1,0.5608
3549,1,0.6021
355,3,0.4663
3550,1,0.568
3551,1,0.8
3552,1,0.5006
3553,1,0.7317
3554,6,0.4062
3555,4,0.4385
3556,1,0.589
3557,5,0.7747
3558,1,0.2891
3559,1,0.5221
356,2,0.6174
3560,7,0.5088
3561,6,0.6706
3562,1,0.6093
3563,7,0.427
3564,1,0.6086
3565,0,0.8101
3566,6,0.4852
3567,0,0.3792
3568,1,0.8625
3569,5,0.7368
357,3,0.469
3570,4,0.9842
3571,1,0.5977
3572,6,0.5621
3573,3,0.5468
3574,1,0.4132
3575,6,0.7685
3576,0,0.5455
3577,7,0.3384
3578,1,0.6721
3579,7,0.7127
358,3,0.9891
3580,5,0.9648
3581,3,0.4271
3582,2,0.4221
3583,3,0.7477
3584,1,0.8038
3585,6,0.6895
3586,6,0.5245
3587,7,0.6619
3588,7,0.4701
3589,5,0.7035
359,3,0.9599
3590,1,0.7585
3591,1,0.5916
3592,1,0.5996
3593,1,0.5745
3594,1,0.7981
3595,1,0.4757
3596,6,0.8431
3597,1,0.5532
3598,1,0.3813
3599,1,0.731
36,4,0.4636
360,3,0.9277
3600,5,0.7787
3601,7,0.4412
3602,1,0.3536
3603,1,0.5635
3604,1,0.4774
3605,5,0.4791
3606,4,0.505
3607,7,0.4501
3608,1,0.4808
3609,7,0.4283
361,7,0.2889
3610,4,0.7617
3611,6,0.6903
3612,6,0.5112
3613,1,0.9395
3614,6,0.6868
3615,5,0.5811
3616,1,0.5773
3617,1,0.5441
3618,1,0.5042
3619,4,0.4738
362,2,0.7336
3620,0,0.5032
3621,7,0.4936
3622,1,0.8066
3623,1,0.6426
3624,1,0.8415
3625,1,0.8244
3626,5,0.7924
3627,1,0.7635
3628,0,0.4399
3629,1,0.6832
363,3,0.6229
3630,1,0.8472
3631,2,0.6912
3632,6,0.4912
3633,6,0.3637
3634,5,0.9464
3635,6,0.7347
3636,4,0.4676
3637,1,0.4314
3638,1,0.9695
3639,6,0.5071
364,4,0.7271
3640,5,0.4494
3641,7,0.3855
3642,1,0.2957
3643,7,0.5022
3644,7,0.4826
3645,2,0.6258
3646,6,0.8404
3647,0,0.6186
3648,1,0.7681
3649,6,0.5664
365,5,0.7264
3650,0,0.3051
3651,2,0.4953
3652,1,0.4924
3653,7,0.4473
3654,3,0.4242
3655,0,0.6376
3656,4,0.5596
3657,1,0.8328
3658,6,0.4179
3659,7,0.4266
366,2,0.9577
3660,7,0.326
3661,6,0.8578
3662,1,0.8039
3663,7,0.6565
3664,6,0.8703
3665,2,0.5451
3666,1,0.6948
3667,3,0.3808
3668,7,0.3347
3669,1,0.6529
367,4,0.6836
3670,5,0.852
3671,7,0.4525
3672,2,0.3797
3673,1,0.7576
3674,3,0.4889
3675,6,0.5141
3676,1,0.8555
3677,6,0.7245
3678,1,0.7793
3679,1,0.5712
368,4,0.6467
3680,0,0.528
3681,6,0.6664
3682,1,0.8492
3683,5,0.8381
3684,6,0.735
3685,1,0.6217
3686,6,0.4205
3687,1,0.7238
3688,1,0.5258
3689,6,0.7922
369,3,0.7303
3690,1,0.7776
3691,0,0.6125
3692,6,0.5867
3693,1,0.5336
3694,1,0.3077
3695,4,0.5586
3696,1,0.4092
3697,6,0.8325
3698,6,0.8852
3699,1,0.8016
37,4,0.4979
370,3,0.7605
3700,1,0.6841
3701,0,0.5512
3702,6,0.54
3703,6,0.4886
3704,6,0.8255
3705,1,0.4538
3706,1,0.5464
3707,6,0.6009
3708,1,0.4483
3709,6,0.6234
371,4,0.9029
3710,1,0.4194
3711,2,0.4806
3712,1,0.354
3713,5,0.8794
3714,1,0.2933
3715,0,0.6726
3716,1,0.4404
3717,1,0.6352
3718,0,0.8309
3719,5,0.4684
372,3,0.9653
3720,7,0.4448
3721,1,0.779
3722,5,0.4976
3723,1,0.5976
3724,1,0.5441
3725,1,0.4354
3726,2,0.9784
3727,7,0.5929
3728,0,0.5892
3729,0,0.6596
373,3,0.6009
3730,3,0.4113
3731,7,0.4422
3732,0,0.3227
3733,4,0.6164
3734,6,0.4185
3735,7,0.4076
3736,6,0.6635
3737,1,0.8974
3738,1,0.7327
3739,1,0.4546
374,4,0.4884
3740,1,0.3712
3741,6,0.6772
3742,1,0.6378
3743,1,0.6049
3744,4,0.5216
3745,1,0.7793
3746,1,0.4775
3747,7,0.4496
3748,7,0.3663
3749,1,0.3248
375,2,0.8198
3750,1,0.8899
3751,1,0.4478
3752,1,0.6504
3753,6,0.6509
3754,1,0.7919
3755,5,0.5179
3756,6,0.4554
3757,2,0.3687
3758,1,0.7715
3759,0,0.6747
376,4,0.5784
3760,3,0.4773
3761,5,0.5373
3762,6,0.4465
3763,1,0.4921
3764,2,0.3848
3765,6,0.9281
3766,0,0.8616
3767,5,0.4985
3768,1,0.7117
3769,1,0.5295
377,4,0.379
3770,1,0.4808
3771,7,0.5205
3772,4,0.6743
3773,1,0.3808
3774,2,0.7167
3775,1,0.5581
3776,7,0.6269
3777,6,0.9979
3778,1,0.8416
3779,1,0.6029
378,0,0.5859
3780,5,0.7851
3781,5,0.5919
3782,2,0.4142
3783,1,0.4311
3784,6,0.8764
3785,2,0.7191
3786,1,0.6645
3787,5,0.3812
3788,1,0.4656
3789,0,0.5385
379,2,0.5654
3790,0,0.7138
3791,6,0.3907
3792,1,0.3581
3793,6,0.8853
3794,2,0.6977
3795,5,0.6464
3796,1,0.715
3797,2,0.3693
3798,0,0.7068
3799,6,0.443
38,4,0.7479
380,7,0.6251
3800,1,0.8238
3801,1,0.4042
3802,3,0.546
3803,1,0.5127
3804,3,0.3792
3805,1,0.5958
3806,1,0.948
3807,3,0.5848
3808,0,0.7592
3809,5,0.5623
381,3,0.9979
3810,1,0.6223
3811,6,0.4839
3812,1,0.625
3813,1,0.5775
3814,5,0.8915
3815,1,0.6012
3816,3,0.4532
3817,6,0.9454
3818,1,0.5541
3819,1,0.6367
382,6,0.2881
3820,0,0.6114
3821,1,0.7648
3822,6,0.5465
3823,1,0.8997
3824,6,0.4798
3825,5,0.7637
3826,6,0.7931
3827,1,0.8847
3828,7,0.636
3829,1,0.4782
383,3,0.5368
3830,1,0.6873
3831,2,0.4198
3832,5,0.5292
3833,1,0.6154
3834,2,0.526
3835,1,0.982
3836,1,0.552
3837,6,0.2809
3838,1,0.7322
3839,1,0.5341
384,4,0.5306
3840,1,0.457
3841,4,0.7805
3842,6,0.361
3843,1,0.7032
3844,1,0.6302
3845,3,0.5445
3846,1,0.8909
3847,6,0.7344
3848,1,0.4653
3849,7,0.48
385,5,0.4385
3850,1,0.5433
3851,1,0.4025
3852,6,0.5585
3853,1,0.8882
3854,1,0.8674
3855,1,0.6558
3856,1,0.7522
3857,5,0.8215
3858,1,0.7914
3859,5,0.6906
386,3,0.5357
3860,0,0.4544
3861,0,0.3493
3862,1,0.5171
3863,1,0.5052
3864,1,0.6364
3865,1,0.5074
3866,6,0.6147
3867,1,0.7864
3868,0,0.4832
3869,1,0.4934
387,3,0.5003
3870,7,0.5322
3871,5,0.4681
3872,0,0.6784
3873,1,0.4639
3874,0,0.5298
3875,6,0.6656
3876,1,0.7679
3877,5,0.8021
3878,6,0.7923
3879,1,0.4353
388,5,0.8217
3880,6,0.4744
3881,1,0.4754
3882,6,0.7994
3883,5,0.8514
3884,1,0.6176
3885,0,0.4206
3886,7,0.3875
3887,0,0.4514
3888,6,0.4319
3889,6,0.5152
389,3,0.3763
3890,6,0.7249
3891,1,0.6605
3892,1,0.6038
3893,1,0.4129
3894,6,0.7027
3895,0,0.5728
3896,5,0.5163
3897,1,0.5417
3898,5,0.6233
3899,1,0.7941
39,3,0.4492
390,3,0.8847
3900,4,0.605
3901,6,0.5911
3902,1,0.7842
3903,5,0.7294
3904,6,0.9494
3905,7,0.5475
3906,1,0.7459
3907,6,0.4536
3908,1,0.8364
3909,0,0.5119
391,3,0.5978
3910,2,0.6819
3911,1,0.4384
3912,7,0.334
3913,1,0.6261
3914,2,0.3838
3915,3,0.336
3916,1,0.9364
3917,4,0.8537
3918,5,0.561
3919,1,0.8385
392,3,0.597
3920,1,0.8059
3921,1,0.6603
3922,5,0.8048
3923,1,0.4355
3924,1,0.6589
3925,3,0.4945
3926,1,0.5118
3927,5,0.6473
3928,6,0.5243
3929,0,0.5084
393,5,0.6137
3930,6,0.3761
3931,6,0.528
3932,6,0.4501
3933,6,0.7858
3934,1,0.8381
3935,1,0.5812
3936,6,0.7773
3937,7,0.4033
3938,1,0.6912
3939,4,0.471
394,3,0.7905
3940,1,0.5818
3941,1,0.3942
3942,1,0.6876
3943,7,0.5517
3944,1,0.7965
3945,1,0.4458
3946,3,0.5743
3947,1,0.9127
3948,2,0.6167
3949,1,0.613
395,3,0.5914
3950,4,0.8884
3951,3,0.4963
3952,5,0.5897
3953,0,0.3668
3954,6,0.6543
3955,0,0.3635
3956,1,0.8912
3957,1,0.5549
3958,6,0.791
3959,1,0.7722
396,0,0.3331
3960,1,0.6092
3961,1,0.4132
3962,5,0.7343
3963,1,0.6614
3964,5,0.8107
3965,6,0.6171
3966,1,0.8136
3967,4,0.5425
3968,0,0.726
3969,1,0.3659
397,3,0.6581
3970,4,0.6756
3971,5,0.6719
3972,6,0.5456
3973,6,0.7005
3974,6,0.8543
3975,3,0.4424
3976,1,0.6799
3977,5,0.7312
3978,1,0.9533
3979,1,0.544
398,6,0.3822
3980,2,0.4597
3981,1,0.7152
3982,2,0.7234
3983,4,0.5135
3984,6,0.9856
3985,6,0.4763
3986,1,0.4709
3987,5,0.7702
3988,1,0.5088
3989,7,0.4667
399,4,0.4058
3990,1,0.7879
3991,1,0.9856
3992,5,0.8306
3993,1,0.4746
3994,6,0.6426
3995,4,0.9176
3996,1,0.6736
3997,6,0.4987
3998,6,0.5102
3999,1,0.7248
4,6,0.5615
40,4,0.7678
400,3,0.6887
4000,6,0.7539
4001,1,0.4157
4002,1,0.8364
4003,0,0.7028
4004,1,0.4377
4005,6,0.9504
4006,6,0.6764
4007,0,0.7207
4008,0,0.7694
4009,1,0.7423
401,3,0.6824
4010,1,0.7005
4011,1,0.7065
4012,0,0.5271
4013,5,0.5996
4014,1,0.7813
4015,6,0.9769
4016,2,0.5474
4017,6,0.547
4018,7,0.3639
4019,1,0.8741
402,5,0.4027
4020,2,0.5724
4021,6,0.6648
4022,3,0.4706
4023,1,0.7648
4024,1,0.8282
4025,5,0.4466
4026,6,0.836
4027,1,0.5014
4028,6,0.6325
4029,4,0.4201
403,3,0.6495
4030,0,0.838
4031,5,0.8503
4032,6,0.6695
4033,1,0.4761
4034,1,0.5011
4035,1,0.4481
4036,1,0.8529
4037,1,0.7197
4038,1,0.5746
4039,6,0.5776
404,4,0.4435
4040,1,0.7667
4041,1,0.4657
4042,1,0.7284
4043,0,0.5321
4044,1,0.472
4045,1,0.4382
4046,6,0.6397
4047,1,0.4191
4048,5,0.9552
4049,0,0.4892
405,7,0.5374
4050,2,0.3941
4051,2,0.8538
4052,5,0.8893
4053,1,0.5041
4054,6,0.2149
4055,6,0.6663
4056,3,0.7234
4057,1,0.3647
4058,2,0.456
4059,7,0.4622
406,3,0.7421
4060,0,0.3216
4061,0,0.698
4062,6,0.68
4063,1,0.5804
4064,0,0.4132
4065,2,0.4985
4066,2,0.8604
4067,3,0.5122
4068,1,0.6012
4069,3,0.4917
407,3,0.5896
4070,4,0.5904
4071,1,0.6156
4072,1,0.7561
4073,1,0.416
4074,7,0.4799
4075,1,0.4392
4076,2,0.5307
4077,6,0.8004
4078,1,0.4997
4079,6,0.3354
408,3,0.6232
4080,2,0.37
4081,1,0.4428
4082,1,0.8418
4083,5,0.6328
4084,6,0.7463
4085,7,0.495
4086,5,0.5215
4087,1,0.7018
4088,1,0.515
4089,0,0.4657
4090,5,0.8323
4091,7,0.3867
4092,0,0.5541
4093,6,0.3624
4094,1,0.6505
4095,1,0.5229
4096,6,0.7695
4097,2,0.553
4098,1,0.6187
4099,6,0.8336
41,2,0.5631
410,3,0.8503
4100,7,0.6807
4101,1,0.6251
4102,6,0.7237
4103,1,0.4644
4104,0,0.7028
4105,0,0.5352
4106,1,0.5636
4107,1,0.7829
4108,1,0.6939
4109,7,0.3154
411,3,0.6214
4110,6,0.8905
4111,6,0.6884
4112,7,0.4877
4113,1,0.6783
4114,1,0.9482
4115,1,0.5053
4116,5,0.4161
4117,5,0.7197
4118,0,0.5315
4119,1,0.5615
412,3,0.3767
4120,0,0.4991
4121,7,0.397
4122,1,0.5107
4123,5,0.8275
4124,6,0.8024
4125,6,0.7796
4126,1,0.5518
4127,4,0.4058
4128,1,0.6179
4129,7,0.4317
413,4,0.6341
4130,2,0.7437
4131,6,0.6109
4132,2,0.4968
4133,0,0.7914
4134,1,0.5126
4135,1,0.7327
4136,0,0.8379
4137,6,0.7707
4138,0,0.5041
4139,7,0.5315
414,4,0.4291
4140,1,0.4378
4141,7,0.5833
4142,5,0.6259
4143,0,0.7679
4144,6,0.7467
4145,6,0.2613
4146,5,0.9107
4147,0,0.841
4148,0,0.3222
4149,0,0.5811
415,2,0.4277
4150,1,0.611
4151,1,0.7618
4152,1,0.8556
4153,1,0.7415
4154,1,0.6229
4155,4,0.7157
4156,1,0.9121
4157,6,0.2687
4158,0,0.4003
4159,6,0.4628
416,3,0.5348
4160,5,0.8325
4161,1,0.569
4162,7,0.4949
4163,6,0.7037
4164,6,0.6749
4165,1,0.6785
4166,5,0.5828
4167,2,0.2721
4168,6,0.5005
4169,3,0.4818
417,3,0.8142
4170,1,0.6661
4171,5,0.7805
4172,4,0.5026
4173,1,0.6555
4174,1,0.351
4175,1,0.5276
4176,1,0.7645
4177,0,0.406
4178,1,0.5478
4179,0,0.5661
418,4,0.5351
4180,5,0.9458
4181,5,0.6079
4182,5,0.5777
4183,1,0.4307
4184,1,0.6987
4185,1,0.5515
4186,6,0.2731
4187,7,0.468
4188,5,0.5213
4189,0,0.6612
419,3,0.702
4190,1,0.485
4191,5,0.8279
4192,6,0.6449
4193,1,0.3825
4194,1,0.7255
4195,1,0.5477
4196,6,0.9398
4197,3,0.4229
4198,6,0.8887
4199,5,0.4697
42,3,0.7285
420,3,0.3589
4200,6,0.8249
4201,0,0.5545
4202,1,0.5851
4203,1,0.4482
4204,3,0.5855
4205,4,0.4549
4206,1,0.6493
4207,1,0.8866
4208,1,0.5162
4209,1,0.7406
421,4,0.5385
4210,1,0.8161
4211,1,0.7175
4212,3,0.4621
4213,1,0.4074
4214,4,0.7476
4215,1,0.3926
4216,6,0.7394
4217,5,0.4742
4218,6,0.595
4219,1,0.4362
422,4,0.519
4220,1,0.7752
4221,1,0.8794
4222,6,0.9923
4223,5,0.9935
4224,0,0.7139
4225,5,0.7605
4226,0,0.5306
4227,5,0.7192
4228,0,0.7413
4229,6,0.3821
423,3,0.5976
4230,1,0.8112
4231,6,0.797
4232,1,0.9406
4233,0,0.6034
4234,1,0.9148
4235,6,0.9448
4236,0,0.4837
4237,1,0.8819
4238,5,0.6688
4239,1,0.8038
424,4,0.5948
4240,5,0.7291
4241,1,0.8562
4242,1,0.7703
4243,5,0.5858
4244,6,0.5312
4245,5,0.4971
4246,6,0.5601
4247,6,0.5754
4248,6,0.678
4249,0,0.4451
425,3,0.365
4250,0,0.4653
4251,5,0.8375
4252,6,0.4113
4253,6,0.3122
4254,1,0.8331
4255,1,0.6144
4256,0,0.3837
4257,4,0.4524
4258,1,0.8777
4259,6,0.6072
426,4,0.9327
4260,1,0.5447
4261,6,0.6401
4262,5,0.6055
4263,1,0.8381
4264,5,0.8524
4265,6,0.644
4266,6,0.8574
4267,5,0.6327
4268,1,0.604
4269,7,0.6466
427,4,0.5691
4270,6,0.8865
4271,2,0.3558
4272,6,0.6161
4273,1,0.6164
4274,5,0.7002
4275,6,0.7481
4276,4,0.5614
4277,6,0.8732
4278,1,0.6759
4279,7,0.4488
428,5,0.5432
4280,3,0.3677
4281,1,0.7427
4282,6,0.5182
4283,1,0.8903
4284,2,0.4553
4285,1,0.7926
4286,1,0.7208
4287,1,0.671
4288,5,0.7718
4289,4,0.4539
429,3,0.7782
4290,1,0.5699
4291,1,0.7534
4292,6,0.6023
4293,0,0.6162
4294,1,0.5762
4295,1,0.7918
4296,0,0.6462
4297,5,0.6884
4298,6,0.5729
4299,1,0.677
430,3,0.6875
4300,5,0.8597
4301,1,0.5383
4302,5,0.7433
4303,6,0.6837
4304,5,0.4163
4305,1,0.7393
4306,1,0.663
4307,0,0.6299
4308,6,0.4441
4309,1,0.4335
431,3,0.9983
4310,1,0.6936
4311,1,0.5652
4312,1,0.6914
4313,1,0.6769
4314,3,0.523
4315,4,0.8002
4316,6,0.9713
4317,2,0.382
4318,2,0.5032
4319,0,0.6405
432,0,0.3559
4320,2,0.4315
4321,5,0.6993
4322,1,0.4992
4323,1,0.5095
4324,0,0.42
4325,1,0.5288
4326,6,0.5852
4327,4,0.7612
4328,6,0.5185
4329,3,0.6461
433,2,0.6167
4330,1,0.6203
4331,2,0.7679
4332,5,0.4826
4333,3,0.3934
4334,0,0.4813
4335,6,0.8026
4336,6,0.5345
4337,6,0.6574
4338,0,0.3408
4339,1,0.8531
434,3,0.4973
4340,1,0.4247
4341,1,0.7001
4342,6,0.5486
4343,1,0.5904
4344,1,0.6016
4345,1,0.6759
4346,1,0.4821
4347,0,0.5777
4348,1,0.4887
4349,6,0.8805
435,3,0.6675
4350,1,0.3811
4351,1,0.6016
4352,0,0.3858
4353,1,0.423
4354,0,0.4577
4355,4,0.7161
4356,7,0.5333
4357,1,0.8192
4358,1,0.6895
4359,6,0.6241
436,3,0.4678
4360,1,0.5957
4361,1,0.5461
4362,1,0.3501
4363,1,0.453
4364,2,0.4267
4365,1,0.8902
4366,5,0.7989
4367,5,0.9095
4368,0,0.4925
4369,7,0.64
437,2,0.423
4370,1,0.9014
4371,2,0.3725
4372,7,0.9355
4373,1,0.7083
4374,3,0.615
4375,6,0.3303
4376,6,0.551
4377,5,0.3958
4378,1,0.497
4379,3,0.5236
438,2,0.3404
4380,1,0.6381
4381,1,0.407
4382,5,0.3695
4383,4,0.662
4384,2,0.6405
4385,5,0.8164
4386,6,0.9082
4387,4,0.6568
4388,5,0.8133
4389,1,0.8312
439,3,0.3473
4390,6,0.6047
4391,1,0.7807
4392,1,0.7226
4393,2,0.4251
4394,1,0.745
4395,1,0.476
4396,1,0.5016
4397,1,0.7286
4398,6,0.721
4399,1,0.637
44,4,0.6767
440,3,0.6346
4400,6,0.5686
4401,4,0.4394
4402,6,0.9014
4403,1,0.4277
4404,2,0.4348
4405,1,0.8203
4406,1,0.5664
4407,1,0.9679
4408,1,0.5905
4409,0,0.4886
441,3,0.7083
4410,5,0.5087
4411,2,0.4289
4412,6,0.8995
4413,6,0.8582
4414,1,0.7308
4415,5,0.9509
4416,4,0.4703
4417,5,0.8719
4418,0,0.7518
4419,6,0.5213
442,3,0.5159
4420,5,0.6027
4421,6,0.465
4422,1,0.6856
4423,7,0.4742
4424,1,0.5036
4425,6,0.7018
4426,2,0.4522
4427,1,0.5434
4428,1,0.5569
4429,6,0.5565
443,3,0.7942
4430,1,0.7017
4431,1,0.5245
4432,6,0.9429
4433,1,0.6571
4434,6,0.917
4435,5,0.533
4436,1,0.5104
4437,5,0.435
4438,6,0.8412
4439,1,0.8507
444,4,0.906
4440,7,0.355
4441,0,0.5785
4442,7,0.7851
4443,1,0.5302
4444,1,0.4456
4445,7,0.4604
4446,5,0.4882
4447,0,0.7381
4448,1,0.7979
4449,5,0.6828
445,3,0.6202
4450,1,0.8641
4451,7,0.5216
4452,6,0.9586
4453,6,0.9646
4454,6,0.7582
4455,1,0.5488
4456,6,0.5103
4457,6,0.7122
4458,1,0.5966
4459,3,0.4752
446,2,0.5916
4460,0,0.5463
4461,0,0.8903
4462,6,0.8379
4463,1,0.8445
4464,1,0.7206
4465,5,0.5117
4466,7,0.369
4467,0,0.6128
4468,4,0.7909
4469,1,0.6654
447,3,0.569
4470,0,0.7194
4471,2,0.3782
4472,5,0.7891
4473,0,0.7516
4474,0,0.6053
4475,6,0.4469
4476,1,0.5815
4477,5,0.8481
4478,5,0.9078
4479,5,0.7677
448,4,0.4447
4480,1,0.4229
4481,0,0.7315
4482,6,0.5022
4483,1,0.5703
4484,1,0.3252
4485,5,0.6845
4486,6,0.8666
4487,5,0.5598
4488,6,0.5568
4489,2,0.7792
449,3,0.8368
4490,7,0.4303
4491,1,0.7587
4492,6,0.5897
4493,1,0.757
4494,1,0.6816
4495,1,0.7398
4496,1,0.7802
4497,0,0.5302
4498,6,0.5034
4499,1,0.5572
45,4,0.675
450,4,0.7051
4500,1,0.9643
4501,1,0.6883
4502,7,0.4192
4503,1,0.5916
4504,6,0.8302
4505,6,0.6745
4506,1,0.6645
4507,6,0.5703
4508,1,0.723
4509,6,0.6187
451,3,0.415
4510,1,0.7723
4511,1,0.6121
4512,1,0.8299
4513,7,0.5368
4514,5,0.6239
4515,7,0.4922
4516,1,0.3754
4517,1,0.765
4518,6,0.7301
4519,1,0.419
452,5,0.6128
4520,1,0.5237
4521,1,0.8006
4522,1,0.7401
4523,6,0.9589
4524,6,0.7668
4525,1,0.6975
4526,7,0.47
4527,6,0.3183
4528,1,0.519
4529,5,0.7822
453,4,0.8396
4530,1,0.8468
4531,1,0.4967
4532,7,0.3771
4533,3,0.5345
4534,1,0.9741
4535,1,0.8637
4536,1,0.729
4537,6,0.9091
4538,6,0.6428
4539,6,0.7346
454,3,0.365
4540,5,0.4164
4541,1,0.5167
4542,1,0.5102
4543,6,0.978
4544,3,0.4917
4545,5,0.6913
4546,1,0.5198
